1525,1991-03-29,Jeopardy!,"THE NORTH POLE","$200","It's the northernmost region of the Earth & the North Pole is in its center","the Arctic"
1525,1991-03-29,Jeopardy!,"BUSINESS & INDUSTRY","$200","The first major U.S. company to publish solely paperbacks, it's named for where their books could fit","Pocket Books"
1525,1991-03-29,Jeopardy!,"FEBRUARY","$200","Congress established this National Park in Arizona February 26, 1919","the Grand Canyon"
1525,1991-03-29,Jeopardy!,"SPRECHEN SIE DEUTSCH?","$200","As Wayne Newton could tell you, it means ""thank you""","danke schoen"
1525,1991-03-29,Jeopardy!,"WORLD CITIES","$300","After London and Birmingham, this Scottish city is Great Britain's third largest","Glasgow"
1525,1991-03-29,Jeopardy!,"COUNTRY MUSIC","$300","This singer's short story collection, ""The Devil Went Down to Georgia"", was named for his 1979 hit song","Charlie Daniels"
1525,1991-03-29,Jeopardy!,"THE NORTH POLE","$300","The Soviet North Pole station set up in 1937 drifted away & was rescued 9 months later off this island","Greenland"
1525,1991-03-29,Jeopardy!,"BUSINESS & INDUSTRY","$300","They claim to run ""the tightest ship in the shipping business""","UPS"
1525,1991-03-29,Jeopardy!,"FEBRUARY","$300","It was founded in Feb. 1941 to serve the social, religious, educational & welfare needs of our servicemen","the USO"
1525,1991-03-29,Jeopardy!,"SPRECHEN SIE DEUTSCH?","$300","Brand of beer that means ""lion's brew""","Lowenbrau"
1525,1991-03-29,Jeopardy!,"WORLD CITIES","$400","Once called Philadelphia, this capital of Jordan assumed its present name in the 7th century","Amman"
1525,1991-03-29,Jeopardy!,"COUNTRY MUSIC","$400","Texas town that's the title of Waylon Jennings' 1977 hit subtitled ""Back To The Basics Of Love""","Luckenbach"
1525,1991-03-29,Jeopardy!,"THE NORTH POLE","$400","Regular job of the first surface ship to reach the North Pole","icebreaker"
1525,1991-03-29,Jeopardy!,"BUSINESS & INDUSTRY","$400","This company introduced the Band-Aid to America in 1920","Johnson & Johnson"
1525,1991-03-29,Jeopardy!,"FEBRUARY","$400","On February 10, 1943 he started a 21-day fast","Gandhi"
1525,1991-03-29,Jeopardy!,"SPRECHEN SIE DEUTSCH?","$400","The name of this flower which grows in the Alps means ""noble white""","edelweiss"
1525,1991-03-29,Jeopardy!,"WORLD CITIES","$500","When first founded, this capital of the Bahamas was known as Charles Towne","Nassau"
1525,1991-03-29,Jeopardy!,"COUNTRY MUSIC","$500","Roy Acuff, the 1st living member of the Country Music Hall of Fame, had a big hit with <a href=""http://www.j-archive.com/media/1991-03-29_J_15.mp3"">the following</a> song:","""Wabash Cannonball"""
