1002,1989-01-03,Double Jeopardy!,"STARTS WITH ""W""","$400","Warp, weft & woof are 3 terms used in this process","weaving"
1002,1989-01-03,Double Jeopardy!,"PRESIDENTIAL TRIVIA","$400","In his 1st inaugural address he said, ""Our greatest primary task is to put people to work""","FDR"
1002,1989-01-03,Double Jeopardy!,"MUSIC","$400","You hold your lips the same way to play a brass instrument or this exotic shell","a conch"
1002,1989-01-03,Double Jeopardy!,"RHODE ISLAND","$400","While ""Ocean State"" appears on its license plates, this diminutive nickname is also widely used","""Little Rhody"""
1002,1989-01-03,Double Jeopardy!,"PEOPLE","$400","This lyricist co-edited the Choate Prep School yearbook with JFK before he wrote ""Camelot""","(Alan Jay) Lerner"
1002,1989-01-03,Double Jeopardy!,"STORES","$400","While its catalog is distributed nationally, Spiegel has stores only in this city","Chicago"
1002,1989-01-03,Double Jeopardy!,"STARTS WITH ""W""","$600","While skiers ""think snow"", river rafters think this","white water"
1002,1989-01-03,Double Jeopardy!,"PRESIDENTIAL TRIVIA","$600","He was the only president who never married, in or out of office","James Buchanan"
1002,1989-01-03,Double Jeopardy!,"MUSIC","$600","While rooted in spirituals, as a distinct style this dates only from the 1930s","gospel music"
1002,1989-01-03,Double Jeopardy!,"RHODE ISLAND","$600","Rhode Island has a national memorial honoring this man, its founder","Roger Williams"
1002,1989-01-03,Double Jeopardy!,"PEOPLE","$600","Heavyweight Italian tenor who says he doesn't like to sing until he's found a bent nail on the stage floor","Luciano Pavarotti"
1002,1989-01-03,Double Jeopardy!,"STORES","$600","This big N.Y. toy store was a big feature in ""Big""","FAO Schwartz"
1002,1989-01-03,Double Jeopardy!,"STARTS WITH ""W""","$800","Business lunches, alimony, & interest charges, for example","write-offs"
1002,1989-01-03,Double Jeopardy!,"PRESIDENTIAL TRIVIA","$2,000","Some of his colorful nicknames were ""Professor"", ""Tiger"" & ""Coiner of Weasel Words""","Woodrow Wilson"
1002,1989-01-03,Double Jeopardy!,"MUSIC","$800","A song from the musical ""I Do!  I Do!"" or a line from the 23rd psalm","""My Cup Runneth Over"""
1002,1989-01-03,Double Jeopardy!,"RHODE ISLAND","$800","Built in 1763, the oldest existing house of worship of this religion in the U.S. is in Rhode Island","Judaism"
1002,1989-01-03,Double Jeopardy!,"PEOPLE","$800","His wife Leona was a self-made millionairess before she became ""queen"" of his hotels","(Harry) Helmsley"
1002,1989-01-03,Double Jeopardy!,"STARTS WITH ""W""","$1000","This 20th century newspaperman is credited with making the gossip column a regular feature in newspapers","Walter Winchell"
1002,1989-01-03,Double Jeopardy!,"PRESIDENTIAL TRIVIA","$1000","In 1871, 14 years before his presidency, he was sheriff of Erie Co., N.Y. & carried out the hangings himself","Grover Cleveland"
1002,1989-01-03,Double Jeopardy!,"MUSIC","$1000","Both ""Rhapsody In Blue"" & ""The Grand Canyon Suite"" were composed for this popular, rotund bandleader","Paul Whiteman"
1002,1989-01-03,Double Jeopardy!,"RHODE ISLAND","$2,000","All 5 of Rhode Island's counties are on this bay","Narragansett Bay"
1002,1989-01-03,Double Jeopardy!,"PEOPLE","$1000","A goddaughter of the Duke & Duchess of Windsor, this debutante used to date Sly Stallone","Cornelia Guest"
1002,1989-01-03,Final Jeopardy!,"LEADING LADIES","None","The 2 blonde sex symbols who made their last films with Gable, 1 released in 1937, 1 in 1961","Jean Harlow & Marilyn Monroe"
4756,2005-04-18,Jeopardy!,"HISTORIC QUOTATIONS","$200","In ""Notes on Hospitals"", she wrote that the first requirement of a hospital is to ""do the sick no harm""","Florence Nightingale"
4756,2005-04-18,Jeopardy!,"PLAYING PRESIDENT","$200","The 2003 movie with James Brolin as him aired on Showtime after CBS dropped it","Reagan"
4756,2005-04-18,Jeopardy!,"FISH, BIRD OR MAMMAL","$200","The bearded tit","a bird"
4756,2005-04-18,Jeopardy!,"BRITISH SPELLING BEE","$200","In the British version of Monopoly, you might draw a card saying ""Go directly to"" this lockup","G-A-O-L"
4756,2005-04-18,Jeopardy!,"BEEN THERE...","$200","<a href=""http://www.j-archive.com/media/2005-04-18_J_07.jpg"" target=""_blank"">This</a> country is in the east of a subcontinent","Bangladesh"
4756,2005-04-18,Jeopardy!,"DONE THAT","$200","In 1817 Scotland's David Brewster patented this pattern-making tube made with mirrors & ground glass","a kaleidoscope"
4756,2005-04-18,Jeopardy!,"HISTORIC QUOTATIONS","$400","This 4-letter word precedes ""Caesar, we who are about to die salute thee""","hail"
4756,2005-04-18,Jeopardy!,"PLAYING PRESIDENT","$400","Charlton Heston is seen <a href=""http://www.j-archive.com/media/2005-04-18_J_13.wmv"">here</a> as this prickly character before he became president  <i>""What did you say?"" ""I said, 'I wonder whose bed Rachael'll be putting her moccasins under next.'"" [Smack!]</i>","Andrew Jackson"
4756,2005-04-18,Jeopardy!,"FISH, BIRD OR MAMMAL","$400","The coati","a mammal"
4756,2005-04-18,Jeopardy!,"BRITISH SPELLING BEE","$400","The equivalent of our own Donald Rumsfeld, the UK's Geoffrey Hoon is the minister of this","D-E-F-E-N-C-E"
4756,2005-04-18,Jeopardy!,"BEEN THERE...","$400","<a href=""http://www.j-archive.com/media/2005-04-18_J_08.jpg"" target=""_blank"">This</a> nation sticks out like a sore thumb","Denmark"
4756,2005-04-18,Jeopardy!,"DONE THAT","$400","Samuel B. Fay patented the first bent-wire one of these in 1867; it was originally used to attach tags to fabric","a paper clip"
4756,2005-04-18,Jeopardy!,"HISTORIC QUOTATIONS","$600","When he landed on Leyte Island in October 1944, he said, ""The hour of your redemption is here""","MacArthur"
4756,2005-04-18,Jeopardy!,"PLAYING PRESIDENT","$600","E.G. Marshall, Robert Duvall & Tom Selleck have all played this U.S. president","Eisenhower"
4756,2005-04-18,Jeopardy!,"FISH, BIRD OR MAMMAL","$600","The skipjack","a fish"
4756,2005-04-18,Jeopardy!,"BRITISH SPELLING BEE","$600","Lovely Rita of Liverpool knows this unit of measure is 39.37 inches","M-E-T-R-E"
4756,2005-04-18,Jeopardy!,"BEEN THERE...","$600","<a href=""http://www.j-archive.com/media/2005-04-18_J_09.jpg"" target=""_blank"">It</a> extends about 3,200 miles from east to west","Indonesia"
4756,2005-04-18,Jeopardy!,"DONE THAT","$600","Robert Banks & John Hogan invented a type of this substance, giving grocery shoppers a checkout choice","plastic"
4756,2005-04-18,Jeopardy!,"HISTORIC QUOTATIONS","$800","In 1811 Joseph de Maistre wrote in ""Letter to X"", ""Every nation has the"" one of these ""it deserves""","the government"
4756,2005-04-18,Jeopardy!,"PLAYING PRESIDENT","$1,000","William Parry was James Garfield in the originial production of this Sondheim musical","Assassins"
4756,2005-04-18,Jeopardy!,"FISH, BIRD OR MAMMAL","$800","The wahoo","a fish"
4756,2005-04-18,Jeopardy!,"BRITISH SPELLING BEE","$800","With no pence on hand, you might ask the curry restaurant, ""Will you take"" a personal one of these?","C-H-E-Q-U-E"
4756,2005-04-18,Jeopardy!,"BEEN THERE...","$800","You don't hear so much about the East Bank where <a href=""http://www.j-archive.com/media/2005-04-18_J_10.jpg"" target=""_blank"">this</a> country is","Jordan"
4756,2005-04-18,Jeopardy!,"DONE THAT","$800","Burglar alarm seller E.T. Holmes employed the 1st of these in 1877, ""plugging in"" 6 Boston telephone subscribers","switchboard"
4756,2005-04-18,Jeopardy!,"HISTORIC QUOTATIONS","$1000","At Manila Bay, Commodore Dewey said to this captain of his flagship, ""You may fire when you are ready...""","(Charles) Gridley"
4756,2005-04-18,Jeopardy!,"PLAYING PRESIDENT","$1000","Kelsey Grammer played this general in A&E's 2003 ""Benedict Arnold""","Washington"
4756,2005-04-18,Jeopardy!,"FISH, BIRD OR MAMMAL","$1000","The margay","a mammal"
4756,2005-04-18,Jeopardy!,"BRITISH SPELLING BEE","$1000","In England Walt Disney would have had a ""Wonderful World of"" this","C-O-L-O-U-R"
4756,2005-04-18,Jeopardy!,"BEEN THERE...","$1000","Formerly a British protectorate, it's the republic outlined <a href=""http://www.j-archive.com/media/2005-04-18_J_11.jpg"" target=""_blank"">here</a>","Zambia"
4756,2005-04-18,Jeopardy!,"DONE THAT","$1000","In 1775 American inventor David Bushnell built a working one of these vehicles he called ""The Turtle""","a submarine"
4756,2005-04-18,Double Jeopardy!,"EGYPTIAN LIFE","$400","(<a href=""http://www.j-archive.com/media/2005-04-18_DJ_02.jpg"" target=""_blank"">Sarah of the Clue Crew reports from Cairo, Egypt.</a>)  As in many Arab countries a standard greeting is ""salam alekum"" which literally wishes this to the other person","peace"
4756,2005-04-18,Double Jeopardy!,"1970s POP MUSIC","$400","In this hit Barry Manilow sings that ""Time in New England took me away, to long rocky beaches & you by the bay""","""Weekend In New England"""
4756,2005-04-18,Double Jeopardy!,"LABOR","$400","This word refers to an employer's refusal to let employees enter the workplace without accepting his terms","a lockout"
4756,2005-04-18,Double Jeopardy!,"YOUR NUMBER'S UP","$400","Number of face cards in a standard deck","12"
4756,2005-04-18,Double Jeopardy!,"FILL IN THE TITLE","$400","Jack Kerouac: ""The _____ Bums""","Dharma"
4756,2005-04-18,Double Jeopardy!,"I'M JUST A ""BILL""","$400","P.T. Barnum used them to advertise his attractions in the 1840s","billboards"
4756,2005-04-18,Double Jeopardy!,"EGYPTIAN LIFE","$800","When drinking ahwa, leave these in the bottom of the cup, where they're read like tea leaves","coffee grounds"
4756,2005-04-18,Double Jeopardy!,"1970s POP MUSIC","$800","This Fleetwood Mac album spent 31 weeks at No. 1, more than any other album of the 1970s","Rumours"
4756,2005-04-18,Double Jeopardy!,"LABOR","$800","The Pittsburgh-based union of these workers was not happy with Pres. Bush's decision to lift tariffs","steel"
4756,2005-04-18,Double Jeopardy!,"YOUR NUMBER'S UP","$800","Number of stars on the U.S. flag for the longest period of time","48"
4756,2005-04-18,Double Jeopardy!,"FILL IN THE TITLE","$800","Nathaniel Hawthorne: ""The Blithedale _____""","Romance"
4756,2005-04-18,Double Jeopardy!,"I'M JUST A ""BILL""","$800","The top of this recreation item is called the bed & may be 800 pounds of slate","a billiard table"
4756,2005-04-18,Double Jeopardy!,"EGYPTIAN LIFE","$1200","(<a href=""http://www.j-archive.com/media/2005-04-18_DJ_08.jpg"" target=""_blank"">Sarah of the Clue Crew reports from Cairo, Egypt.</a>)  I'm in Cairo's Khan El-khalili Bazaar, known here by this one-syllable Arabic name for a main market","suq"
4756,2005-04-18,Double Jeopardy!,"1970s POP MUSIC","$1200","It was Mike Love who gave Daryl Dragon this nickname","""The Captain"""
4756,2005-04-18,Double Jeopardy!,"LABOR","$4,400","His entry in the World Book lists birth & death as (1913-1975?)","Jimmy Hoffa"
4756,2005-04-18,Double Jeopardy!,"YOUR NUMBER'S UP","$1200","Classic game show hosted by Jack Barry & Maury Povich","21"
4756,2005-04-18,Double Jeopardy!,"FILL IN THE TITLE","$1200","Joseph Conrad: ""The Secret _____""","Agent"
4756,2005-04-18,Double Jeopardy!,"I'M JUST A ""BILL""","$1200","Lodging for a soldier","billet"
4756,2005-04-18,Double Jeopardy!,"EGYPTIAN LIFE","$1600","City dwellers can get away to Ras Mohammed National Park on these 2 gulfs","the Gulf of Suez & the Gulf of Aqaba"
4756,2005-04-18,Double Jeopardy!,"1970s POP MUSIC","$1600","In 1977 Stevie Wonder sang, ""There's Basie, Miller, Satchmo and the king of all"", him","Sir Duke"
4756,2005-04-18,Double Jeopardy!,"LABOR","$1600","Members of the Industrial Workers of the World were sometimes called by this ""shaky"" nickname","wobblies"
4756,2005-04-18,Double Jeopardy!,"YOUR NUMBER'S UP","$1600","Record number of wins in one NBA season, by the Chicago Bulls in 1995-96","72"
4756,2005-04-18,Double Jeopardy!,"FILL IN THE TITLE","$1600","John Stuart Mill: ""The Subjection of _____""","Women"
