4177,2002-10-29,Jeopardy!,"THE ANIMALS","$600","Tuna are members of Scombridae, known commonly as this ""holy"" family of fishes","mackerels"
4177,2002-10-29,Jeopardy!,"PETER, PAUL & MARY","$600","Bestsellers from this master of horror include ""Koko"" & ""Ghost Story""","Peter Straub"
4177,2002-10-29,Jeopardy!,"THE ROLLING STONES","$600","It was the number of the Rolling Stones' 1966 ""Nervous Breakdown""","19th"
4177,2002-10-29,Jeopardy!,"EARTH, WIND & FIRE","$600","A devastating forest fire swept through Peshtigo, Wisconsin on the very same day in 1871 as this city's ""Great"" fire","Chicago"
4177,2002-10-29,Jeopardy!,"THE COMMODORES","$600","Commodore Isaac Hull commanded this ship to victory over Britain's Guerriere in the War of 1812","U.S.S. Constitution (""Old Ironsides"")"
4177,2002-10-29,Jeopardy!,"THE ""B.G.""s","$600","2-word term for large animals hunted for sport","big game"
4177,2002-10-29,Jeopardy!,"THE ANIMALS","$800","Extinct before the dinosaurs ever walked, trilobites are key signature creatures of this ""old animal"" era","Paleozoic"
4177,2002-10-29,Jeopardy!,"PETER, PAUL & MARY","$800","This American silversmith & patriot was noted for his courier service","Paul Revere"
4177,2002-10-29,Jeopardy!,"THE ROLLING STONES","$800","Footage from a deadly 1969 Stones concert at this speedway was released in 1970 as the documentary ""Gimme Shelter""","Altamont"
4177,2002-10-29,Jeopardy!,"EARTH, WIND & FIRE","$800","Oh, ""Boy""!  This warming of the Pacific that causes unusual weather patterns occurs about every 2 to 7 years","El Nino"
4177,2002-10-29,Jeopardy!,"THE COMMODORES","$800","Negotiated by Matthew Perry, 1854's Treaty of Kanagawa opened up this country to commercial trade with the U.S.","Japan"
4177,2002-10-29,Jeopardy!,"THE ""B.G.""s","$800","Swingin' virtuoso heard here","Benny Goodman"
4177,2002-10-29,Jeopardy!,"THE ANIMALS","$400","(Sarah of the Clue Crew at Zoo Atlanta)  There are 3 types of gorilla: mountain & the eastern & western type of these lesser-altitude gorillas","lowland gorillas"
4177,2002-10-29,Jeopardy!,"PETER, PAUL & MARY","$1000","His world travels helped him write ""The Great Railway Bazaar"", ""The Mosquito Coast"" & ""Riding the Iron Rooster""","Paul Theroux"
4177,2002-10-29,Jeopardy!,"THE ROLLING STONES","$1000","The Rolling Stones took their name from a song by this legendary blues musician","Muddy Waters"
